"Name","Gross Import","Share"
"Bangladesh","115583","0.20754988264075247"
"China","24767","0.044473563961512655"
"Denmark","2518","0.00452151790911652"
"Fiji","139122","0.24981835367438782"
"United Kingdom","164892","0.29609298295077097"
"Greece","2993","0.005374465092130956"
"Hong Kong","107233","0.19255596900249874"
"Indonesia","2542218","4.565005645702296"
"India","11288","0.020269616424983036"
"Iceland","26331","0.04728200479148018"
"Italy","93103","0.16718303490566933"
"Japan","3216","0.005774901348577732"
"Kiribati","2876","0.0051643707333674"
"South Korea","149684","0.26878430766806877"
"Sri Lanka","160347","0.28793162516803283"
"Maldives","964860","1.7325781452701214"
"Myanmar","79769","0.1432394607197441"
"Malaysia","237430","0.4263478940276153"
"New Caledonia","10860","0.019501066121130027"
"Norway","811230","1.4567080911090526"
"New Zealand","48696964","87.4440805582218"
"Philippines","2708","0.004862696782322294"
"Portugal","5737","0.010301806292534344"
"Saudi Arabia","4001","0.007184508798401588"
"Thailand","15836","0.028436361242561242"
"Tonga","235952","0.4236938815297304"
"United States of America","1044176","1.8750041637290118"
"Vietnam","12216","0.021936005868851235"
"Taiwan","21353","0.038343118313488904"
