"Name","Gross Import","Share"
"Australia","93688","0.014477247348035864"
"China","3171","0.0004900024692663065"
"Colombia","1637399","0.25302098807132795"
"Costa Rica","2371849","0.3665127299674613"
"Ecuador","90150808","13.930658633349951"
"Guatemala","5520559","0.8530708110155572"
"Indonesia","1272998","0.19671149901326698"
"India","4641","0.0007171559318400909"
"Cambodia","3755","0.0005802457496357556"
"South Korea","9299","0.001436938808485457"
"Sri Lanka","20293","0.0031357994666733387"
"Madagascar","4472","0.0006910410099523565"
"Mexico","12114878","1.8720656369788875"
"Peru","3338352","0.5158627320340942"
"Philippines","524451200","81.04143267413357"
"Thailand","2104549","0.32520788605863643"
"United States of America","8750","0.0013521039438915742"
"Vietnam","2150742","0.3323459131992288"
"Taiwan","1878193","0.290229961450234"
