"Name","Gross Import","Share"
"Australia","30545","0.12771374993952989"
"Switzerland","2058","0.008604841950419136"
"Chile","879","0.003675245905937035"
"China","2147","0.008976965824854171"
"Ecuador","2627223","10.984858446795924"
"Egypt","23808","0.09954522699493623"
"Indonesia","56480","0.23615231941675063"
"India","18453","0.07715507702190685"
"Mexico","1511921","6.321594386063969"
"Malaysia","8078890","33.77918930263442"
"Oman","3663","0.015315615191635224"
"Philippines","11140955","46.58219482591439"
"Thailand","293009","1.225119599149835"
"Vietnam","120504","0.5038473636507811"
"Taiwan","6232","0.026057033544709448"
