"Name","Gross Import","Share"
"Australia","6425718","2.5151931713007873"
"Bahrain","1828","0.0007155267500282209"
"Canada","131659","0.05153475732055007"
"China","15086280","5.905162417076449"
"Egypt","38683","0.01514153242414752"
"Spain","69842","0.027337975533627462"
"France","3434","0.0013441569253812421"
"United Kingdom","100072","0.039170783877912535"
"Indonesia","5076","0.001986878437168079"
"India","1786822","0.6994086097040075"
"Italy","727596","0.2848000006638585"
"Japan","7712829","3.019001897097053"
"Cambodia","2575048","1.0079407694784845"
"South Korea","309988","0.12133736662349459"
"Sri Lanka","10757","0.00421056961162668"
"Macao","141577","0.055416920508066424"
"Myanmar","35803","0.014014225509442226"
"Malaysia","62156","0.02432947520500771"
"Niger","62242","0.02436313784204405"
"New Zealand","8420","0.003295807021464781"
"Pakistan","1736381","0.6796646902301707"
"Philippines","15342","0.0060052578768779894"
"Portugal","7284","0.0028511470717754706"
"Singapore","624762","0.24454809814066264"
"Thailand","166077945","65.0072277008838"
"Turkey","2387","0.0009343338907644219"
"United States of America","3444676","1.3483357894858927"
"Vietnam","46022940","18.014575867037095"
"Taiwan","2248576","0.8801511364723504"
