"Name","Gross Import","Share"
"Angola","3008489","1.2940814143167068"
"United Arab Emirates","37324","0.016054668874626685"
"Australia","1243300","0.5347971763965105"
"Canada","291905","0.12556098268802654"
"Chile","110712","0.04762202605421899"
"China","4583404","1.9715205642117521"
"Egypt","120345","0.051765596552270615"
"Spain","17892718","7.69643293208318"
"Fiji","46430","0.019971553848701022"
"France","258785","0.11131463628550708"
"United Kingdom","1776798","0.7642777715973353"
"Ghana","91508","0.03936155394328954"
"Guyana","16304","0.007013056514090491"
"Indonesia","3644","0.001567442218924543"
"India","2880","0.0012388127306538648"
"Iceland","14374","0.006182879927228699"
"Italy","11399","0.004903203582195627"
"Japan","23551117","10.130355403027313"
"Sri Lanka","3750","0.0016130374097055532"
"Morocco","9102903","3.9155528202455754"
"Madagascar","1061","0.0004563820511193578"
"Maldives","1736","0.0007467287848663574"
"Mexico","1352225","0.5816505363570911"
"Myanmar","324223","0.1394623541565236"
"Norway","166307302","71.53597323551978"
"New Zealand","221555","0.09530040088195035"
"Oman","199120","0.08565013573881859"
"Philippines","171535","0.07378463255302455"
"Russia","75994","0.03268831064351035"
"Turkey","189143","0.08135859594238332"
"United States of America","1297731","0.5582103068625592"
"Vietnam","137731","0.059244068126974817"
"Taiwan","33214","0.0142867798735894"
