"Name","Gross Import","Share"
"Australia","2530763","0.990527439932975"
"Bangladesh","314161","0.12296097700842923"
"Bahrain","2849","0.00111508374208452"
"China","143010","0.05597336818375121"
"Spain","33561","0.013135600374902974"
"United Kingdom","6360","0.0024892708317506306"
"Hong Kong","2365","0.0009256486662091573"
"Indonesia","346653","0.13567817635830995"
"India","72606384","28.417760045610958"
"Israel","13917","0.005447041220986403"
"Italy","279585","0.1094281109268868"
"Japan","3747802","1.4668701575120562"
"Cambodia","3970768","1.5541378871145892"
"South Korea","155466","0.06084858162404773"
"Sri Lanka","9666","0.0037832219905191192"
"Myanmar","3914063","1.5319438458387373"
"Malaysia","610086","0.23878447872003383"
"Niger","6302","0.0024665699342283766"
"Netherlands","12603","0.004932748473671887"
"New Zealand","1098","0.0004297514737833636"
"Pakistan","1431711","0.5603642188359319"
"Thailand","105754042","41.39158051734766"
"United States of America","5956148","2.331205265092745"
"Vietnam","53266358","20.84817473002938"
"Taiwan","380785","0.1490372631553717"
