"Name","Gross Import","Share"
"Australia","701402594","45.398286532996"
"Belgium","3757","0.00024317184447776078"
"Canada","17603520","1.1393879232635484"
"France","1529248","0.0989805847282211"
"United Kingdom","1455","0.00009417488254329037"
"Italy","24554","0.0015892577772975616"
"Mexico","13813053","0.8940499270372816"
"Nicaragua","11962","0.0007742405120156972"
"Netherlands","550951","0.03566030633134596"
"New Zealand","41647884","2.695659507818957"
"Thailand","55184","0.0035717846860954887"
"United States of America","768353783","49.73170258812221"
