"Name","Gross Import","Share"
"Australia","4625866","22.726942662084987"
"Bangladesh","3839","0.018861059287005776"
"Brazil","3476","0.017077635342962253"
"China","300338","1.47556468458993"
"Germany","1618","0.00794925603708657"
"Egypt","890","0.004372582121759609"
"France","1859","0.009133292319495634"
"United Kingdom","3254","0.015986946319332326"
"Guatemala","2010","0.009875157376108782"
"Hong Kong","7948","0.0390486322513993"
"Indonesia","904702","4.444813248000182"
"India","1931488","9.489426850778903"
"Japan","58644","0.2881187707286186"
"Kenya","3131","0.015382645644077908"
"Cambodia","70051","0.34416151709144094"
"Sri Lanka","44329","0.21778898075896824"
"Myanmar","82973","0.4076474790884944"
"Malaysia","5319994","26.137202980076847"
"Netherlands","1055","0.0051832293690521215"
"New Zealand","1196","0.005875964289465722"
"Pakistan","497177","2.442637372528177"
"Peru","3851","0.01892001545044523"
"Philippines","1134757","5.575076596338842"
"Sierra Leone","6166","0.030293641980640173"
"Thailand","4433911","21.783865132666598"
"United States of America","4768","0.023425248939943615"
"Vietnam","65664","0.3226081263407"
"South Africa","308167","1.5140286682205546"
"Taiwan","530984","2.6087316239779827"
