"Name","Gross Import","Share"
"Belgium","6630","0.004474676278262314"
"China","5993621","4.045175521809178"
"Germany","2302","0.0015536507982744866"
"India","10194881","6.880662469141353"
"Italy","3155","0.0021293519846029563"
"Japan","412505","0.27840517921034624"
"South Korea","12518","0.008448566764900096"
"Myanmar","15440547","10.421033089637154"
"Pakistan","30157123","20.353448402524705"
"Philippines","407515","0.27503736101599796"
"Saudi Arabia","36990","0.024965049099988385"
"Singapore","20350448","13.734791390288196"
"Thailand","59159873","39.927794922792025"
"Vietnam","5989035","4.042080368655013"
