"Name","Gross Import","Share"
"United Arab Emirates","11275","0.004119798041544109"
"Australia","4995264","1.8252309396182522"
"Bangladesh","7744","0.0028295978743873686"
"Canada","94271","0.03444589633475873"
"China","18378455","6.715345713135836"
"Colombia","7313","0.0026721137984755715"
"Spain","66462","0.024284702211716594"
"United Kingdom","101136","0.036954314388435036"
"Indonesia","4564","0.0016676504001425555"
"India","1576297","0.5759667666068163"
"Italy","715676","0.2615024907476826"
"Japan","5397017","1.9720283872975843"
"Cambodia","1748954","0.6390543027894223"
"South Korea","263652","0.09633640738351995"
"Laos","285737","0.10440609605292143"
"Sri Lanka","4379","0.0016000528269553575"
"Macao","291431","0.10648663973793714"
"Myanmar","164493","0.060104473547469194"
"Malaysia","128283","0.04687361881715326"
"Pakistan","1990944","0.7274755824411525"
"Philippines","429537","0.15694950699518687"
"Portugal","1423","0.0005199532251101788"
"Singapore","584083","0.2134194234589098"
"Sweden","13953","0.005098318587464741"
"Thailand","173969722","63.56719467703531"
"Turkey","2652","0.0009690203464456742"
"United States of America","1195901","0.43697300201158684"
"Vietnam","58868038","21.509927065360905"
"Taiwan","2379808","0.8695634889269184"
