"Name","Gross Import","Share"
"Argentina","740529","0.5053707409143069"
"Australia","49767487","33.96360139661396"
"Belgium","16750","0.01143096341981832"
"Brazil","1364198","0.9309908916650336"
"Canada","2969911","2.026802626932301"
"Germany","7110","0.004852188054621388"
"Spain","304194","0.2075958499419829"
"France","855152","0.5835947003214612"
"United Kingdom","6078042","4.147932881559366"
"Ireland","638633","0.4358322663694825"
"Iceland","787","0.0005370846693371354"
"Italy","333881","0.2278556117953648"
"Japan","23708327","16.179642906393493"
"South Korea","2905159","1.982612910910804"
"Macao","5188","0.003540527655045817"
"Netherlands","444244","0.3031723530432101"
"Norway","19296","0.013168469859630704"
"New Zealand","5267354","3.594682441387087"
"Poland","1818","0.0012406860595361017"
"Paraguay","68706","0.04688810583415149"
"Singapore","11457","0.007818778979155729"
"Ukraine","932","0.0006360392780460104"
"Uruguay","20622","0.014073392695133932"
"United States of America","50980919","34.79170269837139"
"South Africa","5263","0.003591711073343511"
"Taiwan","9432","0.006436826685117994"
"Undeclared","6440","0.004394949517828655"
