"Name","Gross Import","Share"
"Belgium","1549","0.5034680465179773"
"China","10906","3.544753076388031"
"Colombia","14731","4.787984372663863"
"Costa Rica","6924","2.2504924171016625"
"Ecuador","13676","4.445080054344647"
"Fiji","943","0.3065012058531004"
"United Kingdom","15129","4.917345433034524"
"Ghana","1143","0.37150676382830733"
"Guatemala","16800","5.4604668699173775"
"Indonesia","2122","0.689708970116945"
"India","1898","0.6169027451847133"
"Sri Lanka","24751","8.044762827221726"
"Philippines","14061","4.57021575344692"
"Thailand","63045","20.49137701273459"
"Tanzania","542","0.17616506211281063"
"United States of America","43808","14.238817418889315"
"Vietnam","75638","24.58445197064349"
