"Name","Gross Import","Share"
"United Arab Emirates","36913","0.03420333675681742"
"Australia","99044","0.0917735021738202"
"Bangladesh","314798","0.29168970293318375"
"Canada","62077","0.05752012938132786"
"China","93578776","86.70946248797942"
"Ethiopia","15138","0.014026768667534531"
"India","207011","0.1918149959462935"
"Sri Lanka","50405","0.046704932929520285"
"Myanmar","13331863","12.3532143089089"
"Philippines","5877","0.005445588549286593"
"Thailand","81813","0.07580737382725608"
"Tanzania","2043","0.0018930300163676212"
"United States of America","132793","0.1230450978773889"
"Vietnam","3668","0.00339874405288127"
