"Name","Gross Import","Share"
"United Arab Emirates","44909","0.010842455169324533"
"Australia","33989588","8.206163221488145"
"Bangladesh","12678","0.003060870797316717"
"Brazil","5999","0.001448348628577298"
"China","59714119","14.416879873370824"
"Germany","2333","0.0005632601017620997"
"Spain","8413","0.0020311646961528266"
"France","16630","0.00401500878367069"
"Hong Kong","8227","0.0019862584042849526"
"India","803072","0.19388701947805098"
"Italy","150135","0.03624734478270589"
"Myanmar","191121","0.04614266348430101"
"Pakistan","858292","0.20721887666592204"
"Russia","26485","0.006394317957637896"
"Singapore","1342","0.00032400131014347956"
"Thailand","92330035","22.29139516065076"
"United States of America","225504667","54.443969859514965"
"Vietnam","85132","0.020553561501590687"
"Taiwan","442679","0.10687673321386393"
